Domain,Best_CSE,CSE_Score,Keyword_Hits,len_url,dots,hyphens,digits,susp_tld
icapitals.org,ICICI,0.652,,13,1,0,0,0
sbmrf.ru,SBI,0.652,,8,1,0,0,0
sbl4i90.shop,SBI,0.651,,12,1,0,3,0
sbcrm.ca,SBI,0.651,,8,1,0,0,0
sb765.com,SBI,0.651,,9,1,0,3,0
sbobet128-th.com,SBI,0.651,,16,1,1,3,0
irlenclinicofutah.com,IRCTC,0.651,NIC,21,1,0,0,0
abi0.com,SBI,0.651,,8,1,0,1,0
airiba.com,Airtel,0.651,,10,1,0,0,0
irmomentumos.com,IRCTC,0.651,,16,1,0,0,0
leigh-nichole-travels.net,NIC,0.651,NIC,25,1,2,0,0
nicpon.xyz,NIC,0.65,NIC,10,1,0,0,1
aurelcommunication.com,IRCTC,0.65,NIC,22,1,0,0,0
sb1lao.com,SBI,0.65,,10,1,0,1,0
irtca.org,IRCTC,0.65,,9,1,0,0,0
eons-sb.com,SBI,0.65,,11,1,1,0,0
sbpcd.com.br,SBI,0.65,,12,2,0,0,0
sbmsabo.com,SBI,0.65,,11,1,0,0,0
p7bh.org,PNB,0.65,,8,1,0,1,0
sbgkpis.com,SBI,0.65,,11,1,0,0,0
sb85xm.info,SBI,0.65,,11,1,0,2,0
bodyfocusphysioclinic.online,IRCTC,0.649,"NIC,IOCL",28,1,0,0,0
niclasgolf.com,NIC,0.649,NIC,14,1,0,0,0
sbfokjm.com,SBI,0.649,,11,1,0,0,0
sbotop159.com,SBI,0.649,,13,1,0,3,0
tisbih.com,SBI,0.648,SBI,10,1,0,0,0
sbkfl78.sbs,SBI,0.648,,11,1,0,2,0
bhanaviorganics.com,SBI,0.648,NIC,19,1,0,0,0
sbwhisar.info,SBI,0.648,,13,1,0,0,0
nicksen.com,NIC,0.648,NIC,11,1,0,0,0
airtechnicscbe.com,Airtel,0.648,NIC,18,1,0,0,0
mbnb.net,PNB,0.648,,8,1,0,0,0
pbbbs.com,PNB,0.648,,9,1,0,0,0
nnb13b.sbs,PNB,0.648,,10,1,0,2,0
ishtarsleepclinic.ca,PNB,0.648,NIC,20,1,0,0,0
sbxs6j.info,SBI,0.648,,11,1,0,1,0
sbegkjp.sbs,SBI,0.648,,11,1,0,0,0
monica-ei.info,SBI,0.647,NIC,14,1,1,0,0
ecsbil.sbs,SBI,0.647,SBI,10,1,0,0,0
fnbo.one,PNB,0.647,,8,1,0,0,0
sbeuf0.info,SBI,0.647,,11,1,0,1,0
vcsbid.info,SBI,0.647,SBI,11,1,0,0,0
sbrfid.com,SBI,0.647,,10,1,0,0,0
ninicocofficial.com,ICICI,0.647,NIC,19,1,0,0,0
irteb.info,IRCTC,0.647,,10,1,0,0,0
incodenic.com,IRCTC,0.646,NIC,13,1,0,0,0
sbputki.com,SBI,0.646,,11,1,0,0,0
aiyaorganic.com,SBI,0.646,NIC,15,1,0,0,0
jimbo.cl,BoB,0.646,,8,1,0,0,0
sbwueq.ru.com,SBI,0.646,,13,2,0,0,0
sbw19.ru.com,SBI,0.646,,12,2,0,2,0
hdbooking.org,HDFC,0.645,,13,1,0,0,0
7k-bob.lol,BoB,0.645,,10,1,1,1,0
sbo8betgaming.com,SBI,0.645,,17,1,0,1,0
sbotop591.com,SBI,0.645,,13,1,0,3,0
6cnb18.info,PNB,0.644,,11,1,0,3,0
sborco.org,SBI,0.644,,10,1,0,0,0
sblcj9d.sbs,SBI,0.644,,11,1,0,1,0
taconicrcc.net,IRCTC,0.644,NIC,14,1,0,0,0
sbcjbr.info,SBI,0.644,,11,1,0,0,0
ai360.clinic,SBI,0.644,NIC,12,1,0,3,0
sbindustries.top,SBI,0.643,SBI,16,1,0,0,1
sbzenrx.sbs,SBI,0.643,,11,1,0,0,0
hd02f.info,HDFC,0.643,,10,1,0,2,0
sbwhisar.com,SBI,0.643,,12,1,0,0,0
qsbigjs.sbs,SBI,0.643,SBI,11,1,0,0,0
electroniccash.org,SBI,0.643,NIC,18,1,0,0,0
elancommunications.net,IRCTC,0.642,NIC,22,1,0,0,0
mlsbip0.sbs,SBI,0.642,SBI,11,1,0,1,0
irmaopgesports.com,IRCTC,0.642,,18,1,0,0,0
nic2lg.bond,NIC,0.642,NIC,11,1,0,1,0
sbetbet.com,SBI,0.642,,11,1,0,0,0
halosbio.com,SBI,0.642,SBI,12,1,0,0,0
bsdunics.com,SBI,0.642,NIC,12,1,0,0,0
sb987.com,SBI,0.642,,9,1,0,3,0
sbotop519.com,SBI,0.642,,13,1,0,3,0
nic8y2ut.bond,NIC,0.642,NIC,13,1,0,2,0
keepnbwild.org,PNB,0.642,PNB,14,1,0,0,0
versionic.com,SBI,0.642,NIC,13,1,0,0,0
sb0npp.info,SBI,0.642,,11,1,0,1,0
sbuefz3c.com,SBI,0.642,,12,1,0,1,0
atmsbiz.com,SBI,0.642,SBI,11,1,0,0,0
sblao789.com,SBI,0.642,,12,1,0,3,0
aureaorganic.com,IRCTC,0.641,NIC,16,1,0,0,0
qnb-gov.cfd,PNB,0.641,,11,1,1,0,0
b2snbs.info,PNB,0.641,,11,1,0,1,0
ldfc.top,HDFC,0.641,,8,1,0,0,1
sbaaihub.com,SBI,0.641,,12,1,0,0,0
unicornconsultantsbiz.com,SBI,0.641,"SBI,NIC",25,1,0,0,0
sbwindia.com,SBI,0.641,,12,1,0,0,0
sbyfapp.org,SBI,0.641,,11,1,0,0,0
communicipatin.website,ICICI,0.64,NIC,22,1,0,0,0
nics5042.space,NIC,0.64,NIC,14,1,0,4,0
pbbjdp.sbs,PNB,0.64,,10,1,0,0,0
hdu3.com,HDFC,0.64,,8,1,0,1,0
bsjclinic.com,SBI,0.64,NIC,13,1,0,0,0
dbzysbi.icu,SBI,0.64,SBI,11,1,0,0,1
sbotop195.com,SBI,0.64,,13,1,0,3,0
sbotop915.com,SBI,0.639,,13,1,0,3,0
hdw2em.cc,HDFC,0.639,,9,1,0,1,0
npnbaqb9.bond,PNB,0.639,PNB,13,1,0,1,0
sbbdjk.sbs,SBI,0.639,,10,1,0,0,0
ddpnbxn.bond,PNB,0.639,PNB,12,1,0,0,0
irc-notification.com,IRCTC,0.639,,20,1,1,0,0
sbtaller.com,SBI,0.639,,12,1,0,0,0
irexport.org,IRCTC,0.639,,12,1,0,0,0
nickz.ai,NIC,0.638,NIC,8,1,0,0,0
bob178.com,BoB,0.638,,10,1,0,3,0
itfriwyasbi.com,SBI,0.638,SBI,15,1,0,0,0
sbg7c9f.sbs,SBI,0.638,,11,1,0,2,0
konbi.cc,PNB,0.637,,8,1,0,0,0
irmbdup.info,IRCTC,0.637,,12,1,0,0,0
sbobetcc.org,SBI,0.637,,12,1,0,0,0
p7bh.info,PNB,0.637,,9,1,0,1,0
sborco.com,SBI,0.637,,10,1,0,0,0
akb6i0p.sbs,SBI,0.637,,11,1,0,2,0
sbgj11.com,SBI,0.637,,10,1,0,2,0
eyeconicstudio.com,IRCTC,0.637,NIC,18,1,0,0,0
hdforcelab.com,HDFC,0.637,,14,1,0,0,0
n5nb.com,PNB,0.637,,8,1,0,1,0
manicmantra.org,ICICI,0.636,NIC,15,1,0,0,0
pbbfuv.info,PNB,0.636,,11,1,0,0,0
sb6n1m.info,SBI,0.636,,11,1,0,2,0
sbwopjd.info,SBI,0.636,,12,1,0,0,0
pbkh.net,PNB,0.636,,8,1,0,0,0
hdersd.sbs,HDFC,0.636,,10,1,0,0,0
sbotop951.com,SBI,0.636,,13,1,0,3,0
drnb59.info,PNB,0.636,,11,1,0,2,0
iocwt4.bond,IOCL,0.636,,11,1,0,1,0
sbmfxyl.sbs,SBI,0.635,,11,1,0,0,0
nickweaver.me,NIC,0.635,NIC,13,1,0,0,0
sbobet777k.com,SBI,0.635,,14,1,0,3,0
sbobet777d.com,SBI,0.635,,14,1,0,3,0
you-nick.com,NIC,0.635,NIC,12,1,1,0,0
propulsion-communications.org,Airtel,0.635,NIC,29,1,1,0,0
sbolao.online,SBI,0.635,,13,1,0,0,0
sbo8tv.info,SBI,0.635,,11,1,0,1,0
sbetwinph.com,SBI,0.635,,13,1,0,0,0
eiihb.sbs,SBI,0.635,,9,1,0,0,0
sbtecx.com,SBI,0.635,,10,1,0,0,0
l4sbiz.com,SBI,0.634,SBI,10,1,0,1,0
lab-sb.com,SBI,0.634,,10,1,1,0,0
sbmrf.online,SBI,0.634,,12,1,0,0,0
nnbbw.com,PNB,0.634,,9,1,0,0,0
pnd-snab.ru,PNB,0.634,,11,1,1,0,0
hsbin.com,SBI,0.634,SBI,9,1,0,0,0
hdb9.com,HDFC,0.634,,8,1,0,1,0
nnbb24.me,PNB,0.634,,9,1,0,2,0
sbcashew.com,SBI,0.634,,12,1,0,0,0
alexandrevinicius.com,ICICI,0.634,NIC,21,1,0,0,0
bobsmile.fun,BoB,0.634,,12,1,0,0,0
sbxomzt.sbs,SBI,0.634,,11,1,0,0,0
niczgmz.bond,NIC,0.634,NIC,12,1,0,0,0
niccard.xyz,NIC,0.634,NIC,11,1,0,0,1
inicia-solicitacao.site,ICICI,0.633,NIC,23,1,1,0,0
sborpac.com,SBI,0.633,,11,1,0,0,0
on-air.tech,Airtel,0.633,,11,1,1,0,0
sbotop95.com,SBI,0.633,,12,1,0,2,0
pbhandmade.co.uk,PNB,0.633,,16,2,0,0,0
sbkrc.com,SBI,0.632,,9,1,0,0,0
sbauth.com,SBI,0.632,,10,1,0,0,0
sb-se.com,SBI,0.632,,9,1,1,0,0
unpnbn.bond,PNB,0.632,PNB,11,1,0,0,0
xpnbpre.bond,PNB,0.632,PNB,12,1,0,0,0
sbortdm.sbs,SBI,0.632,,11,1,0,0,0
nicaraguitatours.com,NIC,0.632,NIC,20,1,0,0,0
law4sbiz.com,SBI,0.631,SBI,12,1,0,1,0
sbjbjs.com,SBI,0.631,,10,1,0,0,0
sbola77.com,SBI,0.631,,11,1,0,2,0
irlinc.co,IRCTC,0.631,,9,1,0,0,0
theconsoleclinic.co.uk,IOCL,0.631,NIC,22,2,0,0,0
sb-perf.com,SBI,0.631,,11,1,1,0,0
irecgate.com,IRCTC,0.631,,12,1,0,0,0
natureorganic.pk,PNB,0.631,NIC,16,1,0,0,0
laclinicabh.com,SBI,0.631,NIC,15,1,0,0,0
vnbkp.com,PNB,0.631,,9,1,0,0,0
sblpot.info,SBI,0.631,,11,1,0,0,0
irchadat.com,IRCTC,0.631,,12,1,0,0,0
sbvcuuy.sbs,SBI,0.631,,11,1,0,0,0
irmaknal.com,IRCTC,0.631,,12,1,0,0,0
bvei4p.sbs,SBI,0.63,,10,1,0,1,0
sbw23.com,SBI,0.63,,9,1,0,2,0
sb62722.sbs,SBI,0.63,,11,1,0,5,0
sbloompr.com,SBI,0.63,,12,1,0,0,0
pbtybc.net,PNB,0.63,,10,1,0,0,0
sbjriq.info,SBI,0.63,,11,1,0,0,0
nickleconstructioninc.com,IRCTC,0.63,NIC,25,1,0,0,0
hdvcfp.info,HDFC,0.63,,11,1,0,0,0
avaloncommunicationsinc.com,IRCTC,0.63,NIC,27,1,0,0,0
augmentedcommunication.com,IRCTC,0.63,NIC,26,1,0,0,0
sbctotowa.net,SBI,0.63,,13,1,0,0,0
sbarbprere.world,SBI,0.63,,16,1,0,0,0
qnbbetf.com,PNB,0.63,,11,1,0,0,0
hdds.io,HDFC,0.629,,7,1,0,0,0
pnzcb3.sbs,PNB,0.629,,10,1,0,1,0
mattronics.org,IOCL,0.629,NIC,14,1,0,0,0
sbber0.info,SBI,0.628,,11,1,0,1,0
sbcforever.info,SBI,0.628,,15,1,0,0,0
sbufh5.info,SBI,0.628,,11,1,0,1,0
pknb28.bond,PNB,0.628,,11,1,0,2,0
sbobetca.online,SBI,0.628,,15,1,0,0,0
29botanic.com,PNB,0.628,NIC,13,1,0,2,0
irinsa.com,IRCTC,0.628,,10,1,0,0,0
clinicaldssbionteh.com,SBI,0.628,"SBI,NIC",22,1,0,0,0
aurigaorganics.com,IRCTC,0.628,NIC,18,1,0,0,0
sbformula.com,SBI,0.628,,13,1,0,0,0
sbmns.org,SBI,0.628,,9,1,0,0,0
sbmmail.in,SBI,0.628,,10,1,0,0,0
sborpac.org,SBI,0.627,,11,1,0,0,0
ldfctf10.pro,HDFC,0.627,,12,1,0,2,0
nicfhsh.bond,NIC,0.627,NIC,12,1,0,0,0
sboutreach.com,SBI,0.627,,14,1,0,0,0
nicpayneceramics.com,NIC,0.627,NIC,20,1,0,0,0
sbeccbracc.ru,SBI,0.627,,13,1,0,0,0
icimundial.org,ICICI,0.627,,14,1,0,0,0
sbobet777s.com,SBI,0.627,,14,1,0,3,0
bobjobber.com,BoB,0.627,,13,1,0,0,0
hdmiif.sbs,HDFC,0.627,,10,1,0,0,0
nicksw.com,NIC,0.627,NIC,10,1,0,0,0
businesssbi.co.in,SBI,0.627,SBI,17,2,0,0,0
bobie.my.id,BoB,0.627,,11,2,0,0,0
lisasbiochips.com,SBI,0.627,SBI,17,1,0,0,0
nicmisieniechce.pl,NIC,0.627,NIC,18,1,0,0,0
iocfqlj.bond,IOCL,0.626,,12,1,0,0,0
pb-studio.org,PNB,0.626,,13,1,1,0,0
sbol.design,SBI,0.626,,11,1,0,0,0
onic168.org,SBI,0.626,NIC,11,1,0,3,0
unicacv.info,IRCTC,0.626,NIC,12,1,0,0,0
sfnbbnb.sbs,PNB,0.626,,11,1,0,0,0
nicwl4o.bond,NIC,0.626,NIC,12,1,0,1,0
hdg1d.info,HDFC,0.626,,10,1,0,1,0
nicsnuzfactory.com,NIC,0.625,NIC,18,1,0,0,0
traderepnblic.cfd,PNB,0.625,PNB,17,1,0,0,0
ionica.online,SBI,0.625,NIC,13,1,0,0,0
isi228i.sbs,SBI,0.625,,11,1,0,3,0
irg-co.com,IRCTC,0.625,,10,1,1,0,0
rbea4i.info,SBI,0.625,,11,1,0,1,0
sbyart.com,SBI,0.625,,10,1,0,0,0
thisechoesbig.org,IOCL,0.625,SBI,17,1,0,0,0
sbpqsq.com,SBI,0.625,,10,1,0,0,0
sbql.app,SBI,0.625,,8,1,0,0,0
irinsagestion.com,IRCTC,0.625,,17,1,0,0,0
hddxy.info,HDFC,0.625,,10,1,0,0,0
pfonbug.bond,PNB,0.625,,12,1,0,0,0
sbdmimi.com,SBI,0.624,,11,1,0,0,0
nicamasilang.com,NIC,0.624,NIC,16,1,0,0,0
sbastn.com,SBI,0.624,,10,1,0,0,0
sb-test.org,SBI,0.624,,11,1,1,0,0
rob-ai-tronic.dev,NIC,0.624,NIC,17,1,2,0,0
sbobet.company,SBI,0.624,,14,1,0,0,0
b8i.mobi,SBI,0.624,,8,1,0,1,0
bj-communication.com,SBI,0.624,NIC,20,1,1,0,0
michibiki-sbas.com,SBI,0.624,,18,1,1,0,0
sbcovoad.org,SBI,0.624,,12,1,0,0,0
monicasheri.com,SBI,0.624,NIC,15,1,0,0,0
irtco.org,IRCTC,0.624,,9,1,0,0,0
ibevi2y.sbs,SBI,0.624,,11,1,0,1,0
bsnbd.org,PNB,0.624,,9,1,0,0,0
monica-vko.info,SBI,0.623,NIC,15,1,1,0,0
ambkpsa.sbs,SBI,0.623,,11,1,0,0,0
hduq53.info,HDFC,0.623,,11,1,0,2,0
nickshightechhaven.com,NIC,0.623,NIC,22,1,0,0,0
hdfaid.com,HDFC,0.623,,10,1,0,0,0
n55nba.info,PNB,0.623,,11,1,0,2,0
irg.digital,IRCTC,0.623,,11,1,0,0,0
sbcapartment.com,SBI,0.623,,16,1,0,0,0
pnpc.net,PNB,0.623,,8,1,0,0,0
msbinstitute.co.ke,PNB,0.623,SBI,18,2,0,0,0
pniczij.sbs,PNB,0.623,NIC,11,1,0,0,0
sbhh98.com,SBI,0.622,,10,1,0,2,0
irt3wx.info,IRCTC,0.622,,11,1,0,1,0
sbveqwj.sbs,SBI,0.622,,11,1,0,0,0
bobcount.nl,BoB,0.622,,11,1,0,0,0
electronicconsumer.com,IRCTC,0.622,NIC,22,1,0,0,0
unicv.org,IRCTC,0.622,NIC,9,1,0,0,0
iccnb.sbs,PNB,0.622,,9,1,0,0,0
iocircle.vn,IOCL,0.622,,11,1,0,0,0
sbobet777g.com,SBI,0.622,,14,1,0,3,0
64fc.com,HDFC,0.622,,8,1,0,2,0
sbugger.com,SBI,0.622,,11,1,0,0,0
npiw7i.sbs,SBI,0.622,,10,1,0,1,0
c4-communications.org,IRCTC,0.622,NIC,21,1,1,1,0
qpnbf9ly.bond,PNB,0.621,PNB,13,1,0,1,0
sbezljf.sbs,SBI,0.621,,11,1,0,0,0
nedfdnb.sbs,PNB,0.621,,11,1,0,0,0
m-sbobet.com,SBI,0.621,,12,1,1,0,0
aurebotanics.com,IRCTC,0.621,NIC,16,1,0,0,0
irpsng.info,IRCTC,0.621,,11,1,0,0,0
unicvip.com,IRCTC,0.621,NIC,11,1,0,0,0
on-bobsports.com,BoB,0.621,,16,1,1,0,0
sb-media.org,SBI,0.621,,12,1,1,0,0
fcl.studio,IOCL,0.621,,10,1,0,0,0
sbfomula.com,SBI,0.621,,12,1,0,0,0
pniconsortium.com,PNB,0.621,NIC,17,1,0,0,0
nico-ren.com,NIC,0.621,NIC,12,1,1,0,0
urzdsbi.sbs,SBI,0.62,SBI,11,1,0,0,0
fqnb.wtf,PNB,0.62,,8,1,0,0,0
sbj-co.com,SBI,0.62,,10,1,1,0,0
electronica-abanca.com,IRCTC,0.62,NIC,22,1,1,0,0
sbobvvv.sbs,SBI,0.62,,11,1,0,0,0
imb2sy.sbs,SBI,0.62,,10,1,0,1,0
sbrimmer.com,SBI,0.62,,12,1,0,0,0
nickveles.dev,NIC,0.62,NIC,13,1,0,0,0
oceanicx.club,IOCL,0.62,NIC,13,1,0,0,0
nicycece.pro,NIC,0.62,NIC,12,1,0,0,0
sber.guru,SBI,0.62,,9,1,0,0,0
sblodge.net,SBI,0.62,,11,1,0,0,0
irrcrv.cfd,IRCTC,0.62,,10,1,0,0,0
bobw.app,BoB,0.62,,8,1,0,0,0
sbetphl.com,SBI,0.62,,11,1,0,0,0
sbbespoke.com,SBI,0.62,,13,1,0,0,0
icodeai.in,ICICI,0.62,,10,1,0,0,0
sblqw.vip,SBI,0.619,,9,1,0,0,0
bobbet429.com,BoB,0.619,,13,1,0,3,0
aoi-mirai.com,SBI,0.619,,13,1,1,0,0
seesbikabu.com,SBI,0.619,SBI,14,1,0,0,0
pk6snba.sbs,PNB,0.619,,11,1,0,1,0
humanicintelligence.com,ICICI,0.619,NIC,23,1,0,0,0
sbmbrand.com,SBI,0.619,,12,1,0,0,0
efclinics.com,HDFC,0.619,NIC,13,1,0,0,0
abcdentureclinic.online,SBI,0.619,NIC,23,1,0,0,0
sbzser.sbs,SBI,0.619,,10,1,0,0,0
payc2-vnb.com,PNB,0.619,,13,1,1,1,0
hdcl.info,HDFC,0.618,,9,1,0,0,0
digitaldatacommunications.com,IRCTC,0.618,NIC,29,1,0,0,0
nicacigarfactory.com,NIC,0.618,NIC,20,1,0,0,0
airpart.ai,Airtel,0.618,,10,1,0,0,0
electroniccalibrationcentre.com,IRCTC,0.618,NIC,31,1,0,0,0
pbfanatic.com,PNB,0.618,,13,1,0,0,0
p21hpb.info,PNB,0.618,,11,1,0,2,0
nickbidar.com,NIC,0.618,NIC,13,1,0,0,0
1nbt13.info,PNB,0.618,,11,1,0,3,0
irveal.com,IRCTC,0.618,,10,1,0,0,0
nisorganics.org,NIC,0.618,NIC,15,1,0,0,0
apnagharapnichat.com.pk,PNB,0.618,NIC,23,2,0,0,0
mmautoclinicllc.com,IOCL,0.618,NIC,19,1,0,0,0
pfbwen.com,PNB,0.618,,10,1,0,0,0
aeronic.ch,Airtel,0.618,NIC,10,1,0,0,0
hdmcompany.info,HDFC,0.617,,15,1,0,0,0
nickpala.com,NIC,0.617,NIC,12,1,0,0,0
arlucentclinical.com,IRCTC,0.617,NIC,20,1,0,0,0
sbakq.info,SBI,0.617,,10,1,0,0,0
irchatt.com,IRCTC,0.617,,11,1,0,0,0
vbdwifh.sbs,SBI,0.617,,11,1,0,0,0
irica.net,IRCTC,0.617,,9,1,0,0,0
pkkxqnb.bond,PNB,0.617,,12,1,0,0,0
sbvyu.net,SBI,0.617,,9,1,0,0,0
p12cb.info,PNB,0.617,,10,1,0,2,0
pbc.org.pl,PNB,0.617,,10,2,0,0,0
sblscience.com,SBI,0.617,,14,1,0,0,0
gnb55q.info,PNB,0.617,,11,1,0,2,0
pro-anywhere-sb.com,SBI,0.617,,19,1,2,0,0
sbquexm.sbs,SBI,0.617,,11,1,0,0,0
sbcforever.com,SBI,0.616,,14,1,0,0,0
ip-sb.com,SBI,0.616,,9,1,1,0,0
tesbihciali.com,SBI,0.616,SBI,15,1,0,0,0
fcnbo.net,PNB,0.616,,9,1,0,0,0
airi-88.com,Airtel,0.616,,11,1,1,2,0
chronicallyimperfect.com,ICICI,0.616,NIC,24,1,0,0,0
bob-st.com,BoB,0.616,,10,1,1,0,0
sbobetca.website,SBI,0.616,,16,1,0,0,0
ibi5vbm.sbs,SBI,0.616,,11,1,0,1,0
nicolas-hubert.com,BoB,0.616,NIC,18,1,1,0,0
com-sbt.cc,SBI,0.616,,10,1,1,0,0
ppnbazm.info,PNB,0.616,PNB,12,1,0,0,0
sb55555.com,SBI,0.616,,11,1,0,5,0
alabelectronics.com,IRCTC,0.616,NIC,19,1,0,0,0
auriyaorganic.com,SBI,0.616,NIC,17,1,0,0,0
sf1nbv.info,PNB,0.616,,11,1,0,1,0
ivcsd2u.sbs,SBI,0.616,,11,1,0,1,0
uzrdpnb.uz,PNB,0.616,PNB,10,1,0,0,0
360comunications.com,IRCTC,0.615,NIC,20,1,0,3,0
bobdobber.com,BoB,0.615,,13,1,0,0,0
jasonsbible.org,BoB,0.615,SBI,15,1,0,0,0
ibi1xpz.sbs,SBI,0.615,,11,1,0,1,0
fnb6.uno,PNB,0.615,,8,1,0,1,0
qniconnect.com,IRCTC,0.615,NIC,14,1,0,0,0
nicolasito.fun,BoB,0.615,NIC,14,1,0,0,0
pbcc.in.net,PNB,0.615,,11,2,0,0,0
thecommunicationcorner.org,IRCTC,0.615,NIC,26,1,0,0,0
bobracon.com,BoB,0.615,,12,1,0,0,0
hdpdcgn.bond,HDFC,0.615,,12,1,0,0,0
vufonic.com,IRCTC,0.615,NIC,11,1,0,0,0
hddrb.com,HDFC,0.615,,9,1,0,0,0
sbfitnessimpact.com,SBI,0.615,,19,1,0,0,0
ldiildx.sbs,SBI,0.615,,11,1,0,0,0
dhi4ai.sbs,SBI,0.615,,10,1,0,1,0
iocx5g9.bond,IOCL,0.614,,12,1,0,2,0
unic.ac.id,ICICI,0.614,NIC,10,2,0,0,0
sbhxz.com,SBI,0.614,,9,1,0,0,0
irruvvelig.com,IRCTC,0.614,,14,1,0,0,0
hdmclub.info,HDFC,0.614,,12,1,0,0,0
hawksbill.dev,PNB,0.614,SBI,13,1,0,0,0
ajvtronic.com,SBI,0.614,NIC,13,1,0,0,0
airhelp.am,Airtel,0.614,,10,1,0,0,0
sbqeyk.info,SBI,0.614,,11,1,0,0,0
iri1ep.sbs,SBI,0.614,,10,1,0,1,0
earthlightbotanicals.com,IRCTC,0.614,NIC,24,1,0,0,0
aurelinsorganics.com,IRCTC,0.614,NIC,20,1,0,0,0
srsalonnico.com,SBI,0.614,NIC,15,1,0,0,0
nicasiadreamhomes.com,NIC,0.614,NIC,21,1,0,0,0
sbmairtravel.com,SBI,0.614,,16,1,0,0,0
sbamudanzas.com,SBI,0.613,,15,1,0,0,0
irrig-8.com,IRCTC,0.613,,11,1,1,1,0
aviatormaster.space,Airtel,0.613,,19,1,0,0,0
sbfpsa.com,SBI,0.613,,10,1,0,0,0
sbnotas.com.br,SBI,0.613,,14,2,0,0,0
sbredes.site,SBI,0.613,,12,1,0,0,0
alaizatechnicalservices.com,IRCTC,0.613,NIC,27,1,0,0,0
airdrop-mysoniclabs.com,Airtel,0.613,NIC,23,1,1,0,0
gpbfi.com,SBI,0.613,,9,1,0,0,0
b0odei.sbs,SBI,0.612,,10,1,0,1,0
ab0rfi.sbs,SBI,0.612,,10,1,0,1,0
sbqrerd.info,SBI,0.612,,12,1,0,0,0
npnbwkh.bond,PNB,0.612,PNB,12,1,0,0,0
eye-communications.com,IRCTC,0.612,NIC,22,1,1,0,0
aircalls.ai,Airtel,0.612,,11,1,0,0,0
sbttrd.info,SBI,0.612,,11,1,0,0,0
nexonicintl.com,ICICI,0.612,NIC,15,1,0,0,0
iroba.app,IRCTC,0.611,,9,1,0,0,0
sbola77.us,SBI,0.611,,10,1,0,2,0
sbnet.dev,SBI,0.611,,9,1,0,0,0
aarab12.sbs,SBI,0.611,,11,1,0,2,0
niceair.online,Airtel,0.611,NIC,14,1,0,0,0
ich-sb.org,SBI,0.611,,10,1,1,0,0
sbtrust.online,SBI,0.611,,14,1,0,0,0
irtso.org,IRCTC,0.611,,9,1,0,0,0
sboibc888.site,SBI,0.611,,14,1,0,3,0
ucqfdib.sbs,SBI,0.611,,11,1,0,0,0
dpnbagr.bond,PNB,0.61,PNB,12,1,0,0,0
cbbbnp.info,PNB,0.61,,11,1,0,0,0
janpnbf.bond,PNB,0.61,PNB,12,1,0,0,0
bdnich.info,SBI,0.61,NIC,11,1,0,0,0
sbut.site,SBI,0.61,,9,1,0,0,0
jakeandmelissasbigday2034.icu,Airtel,0.61,SBI,29,1,0,4,1
irdqsf.info,IRCTC,0.61,,11,1,0,0,0
devnic.dev.br,PNB,0.61,NIC,13,2,0,0,0
pbhmos.org.uk,PNB,0.61,,13,2,0,0,0
pnubc.com,PNB,0.61,,9,1,0,0,0
hdmconnects.info,HDFC,0.609,,16,1,0,0,0
osbitfaiye.com,SBI,0.609,SBI,14,1,0,0,0
lcpmechanic.info,IOCL,0.609,NIC,16,1,0,0,0
aarab14.sbs,SBI,0.609,,11,1,0,2,0
irtqallc.com,IRCTC,0.609,,12,1,0,0,0
phzlpnb.bond,PNB,0.609,PNB,12,1,0,0,0
2hsbi5.info,SBI,0.609,SBI,11,1,0,2,0
bri-b2b.com,SBI,0.609,,11,1,1,1,0
pxaccbr.sbs,PNB,0.609,,11,1,0,0,0
bobabobo.com,BoB,0.609,,12,1,0,0,0
airwell.technology,Airtel,0.608,,18,1,0,0,0
vb2dxh.sbs,SBI,0.608,,10,1,0,1,0
btlmechanic.com,PNB,0.608,NIC,15,1,0,0,0
dcpnbhsr.bond,PNB,0.608,PNB,13,1,0,0,0
sbbzyg7.sbs,SBI,0.608,,11,1,0,1,0
ayetechnic.online,SBI,0.608,NIC,17,1,0,0,0
mayoclinic-healthcare.org,ICICI,0.608,NIC,25,1,1,0,0
electronicsadvisor.org,IRCTC,0.608,NIC,22,1,0,0,0
nnbhg.com,PNB,0.608,,9,1,0,0,0
lcbdsa4i.com,SBI,0.608,,12,1,0,1,0
hd-f.com,HDFC,0.608,,8,1,1,0,0
hdiwoso.sbs,SBI,0.607,,11,1,0,0,0
mmsbinc.com,PNB,0.607,SBI,11,1,0,0,0
b0rtlmi.sbs,SBI,0.607,,11,1,0,1,0
monicabelluci.com,SBI,0.607,NIC,17,1,0,0,0
lcpmechanic.com,PNB,0.607,NIC,15,1,0,0,0
akyclinic.com,SBI,0.607,NIC,13,1,0,0,0
pdsbikes.com,PNB,0.607,SBI,12,1,0,0,0
sbembi.co.uk,SBI,0.607,,12,2,0,0,0
evanegb-communication.com,SBI,0.607,NIC,25,1,1,0,0
irizartvs.com,IRCTC,0.607,,13,1,0,0,0
bankivi.ru,SBI,0.607,,10,1,0,0,0
agentunicorn.ai,ICICI,0.607,NIC,15,1,0,0,0
pnlrepb.info,PNB,0.607,,12,1,0,0,0
sfnbrq.com,PNB,0.607,,10,1,0,0,0
inteleknice.my.id,SBI,0.607,NIC,17,2,0,0,0
